1 	2 	18
3 	18
4 	17
5 	17
6 	18
7 	18
8 	17
9 	17
10 	18
11 	18
12 	16
13 	16
14 	17
15 	17
16 	17
17 	17
18 	17
19 	17
20 	17
21 	17
22 	16
23 	16
24 	20
25 	20
26 	15
27 	15
28 	17
29 	17
30 	17
31 	17
32 	17
33 	17
34 	19
35 	19
36 	16
37 	16
38 	16
39 	16
40 	17
41 	17
42 	18
43 	18
44 	16
45 	16
46 	15
47 	15
48 	17
49 	17
50 	18
51 	18
52 	15
53 	15
54 	17
55 	17
56 	16
57 	16
58 	16
59 	16
60 	17
61 	17
62 	16
63 	16
64 	18
65 	18
66 	19
67 	19
68 	16
69 	16
70 	17
71 	17
72 	19
73 	19
74 	19
75 	19
76 	17
77 	17
78 	17
79 	17
80 	16
81 	16
82 	17
83 	17
84 	15
85 	15
86 	16
87 	16
88 	18
89 	18
90 	17
91 	17
92 	17
93 	17
94 	18
95 	18
96 	17
97 	17
98 	16
99 	16
100 	17
101 	17
102 	16
103 	16
104 	18
105 	18
106 	16
107 	16
108 	17
109 	17
110 	16
111 	16
112 	18
113 	18
114 	16
115 	16
116 	17
117 	17
118 	17
119 	17
120 	16
121 	16
122 	17
123 	17
124 	17
125 	17
126 	18
127 	18
128 	17
129 	17
130 	16
131 	16
132 	17
133 	17
134 	16
135 	16
136 	15
137 	15
138 	15
139 	15
140 	18
141 	18
142 	18
143 	18
144 	17
145 	17
146 	18
147 	18
148 	17
149 	17
150 	17
151 	17
152 	16
153 	16
154 	18
155 	18
156 	18
157 	18
158 	16
159 	16
160 	16
161 	16
162 	18
163 	18
164 	16
165 	16
166 	16
167 	16
168 	17
169 	17
170 	16
171 	16
172 	16
173 	16
174 	16
175 	16
176 	16
177 	16
178 	16
179 	16
180 	22
181 	22
182 	15
183 	15
184 	15
185 	15
186 	17
187 	17
188 	17
189 	17
190 	15
191 	15
192 	17
193 	17
194 	17
195 	17
196 	17
197 	17
198 	16
199 	16
200 	18
201 	18
202 	18
203 	18
204 	16
205 	16
206 	16
207 	16
208 	20
209 	20
210 	16
211 	16
212 	16
213 	16
214 	16
215 	16
216 	19
217 	19
218 	17
219 	17
220 	17
221 	17
222 	17
223 	17
224 	19
225 	19
226 	17
227 	17
228 	17
229 	17
230 	16
231 	16
232 	15
233 	15
234 	17
235 	17
236 	18
237 	18
238 	16
239 	16
240 	19
241 	19
242 	16
243 	16
244 	17
245 	17
246 	15
247 	15
248 	17
249 	17
250 	17
251 	17
252 	17
253 	17
254 	20
255 	20
256 	16
257 	16
258 	16
259 	16
260 	17
261 	17
262 	18
263 	18
264 	17
265 	17
266 	16
267 	16
268 	17
269 	17
270 	16
271 	16
272 	16
273 	16
274 	17
275 	17
276 	19
277 	19
278 	17
279 	17
280 	16
281 	16
282 	17
283 	17
284 	15
285 	15
286 	16
287 	16
288 	18
289 	18
290 	16
291 	16
292 	17
293 	17
294 	16
295 	16
296 	17
297 	17
298 	15
299 	15
300 	16
301 	16
302 	16
303 	16
304 	17
305 	17
306 	18
307 	18
308 	16
309 	16
310 	17
311 	17
312 	19
313 	19
314 	17
315 	17
316 	15
317 	15
318 	17
319 	17
320 	16
321 	16
322 	17
323 	17
324 	17
325 	17
326 	16
327 	16
328 	17
329 	17
330 	16
331 	16
332 	17
333 	17
334 	17
335 	17
336 	16
337 	16
338 	17
339 	17
340 	15
341 	15
342 	16
343 	16
344 	16
345 	16
346 	15
347 	15
348 	19
349 	19
350 	20
351 	20
352 	17
353 	17
354 	17
355 	17
356 	17
357 	17
358 	17
359 	17
360 	18
361 	18
362 	17
363 	17
364 	16
365 	16
366 	15
367 	15
368 	17
369 	17
370 	17
371 	17
372 	16
373 	16
374 	16
375 	16
376 	17
377 	17
378 	17
379 	17
380 	15
381 	15
382 	17
383 	17
384 	16
385 	16
386 	16
387 	16
388 	17
389 	17
390 	18
391 	18
392 	15
393 	15
394 	16
395 	16
396 	17
397 	17
398 	18
399 	18
400 	16
401 	16
402 	17
403 	17
404 	16
405 	16
406 	16
407 	16
408 	17
409 	17
410 	18
411 	18
412 	18
413 	18
414 	18
415 	18
416 	17
417 	17
418 	16
419 	16
420 	18
421 	18
422 	17
423 	17
424 	15
425 	15
426 	16
427 	16
428 	17
429 	17
430 	16
431 	16
432 	15
433 	15
434 	17
435 	17
436 	17
437 	17
438 	16
439 	16
440 	16
441 	16
442 	16
443 	16
444 	16
445 	16
446 	15
447 	15
448 	16
449 	16
450 	17
451 	17
452 	16
453 	16
454 	18
455 	18
456 	16
457 	16
458 	19
459 	19
460 	17
461 	17
462 	16
463 	16
464 	17
465 	17
466 	17
467 	17
468 	20
469 	20
470 	17
471 	17
472 	15
473 	15
474 	16
475 	16
476 	19
477 	19
478 	16
479 	16
480 	16
481 	16
482 	17
483 	17
484 	17
485 	17
486 	17
487 	17
488 	17
489 	17
490 	15
491 	15
492 	17
493 	17
494 	16
495 	16
